timestamp,cash,gross_exposure,equity,open_positions
2025-11-20 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-11-21 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-11-24 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-11-25 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-11-26 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-11-27 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-11-28 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-01 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-02 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-03 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-04 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-05 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-08 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-09 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-10 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-11 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-12 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-15 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-16 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-17 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-18 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-19 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-22 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-23 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-24 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-25 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-26 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-29 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-30 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2025-12-31 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-01 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-02 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-05 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-06 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-07 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-08 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-09 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-12 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-13 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-14 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-15 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-16 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-19 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-20 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-21 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-22 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-23 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-26 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-27 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-28 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-29 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-01-30 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-02 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-03 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-04 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-05 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-06 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-09 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-10 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-11 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-12 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-13 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-16 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-17 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-18 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-19 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-20 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-23 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-24 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-25 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-26 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-02-27 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-02 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-03 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-04 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-05 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-06 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-09 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-10 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-11 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-12 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-13 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-16 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-17 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-18 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-19 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-20 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-23 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-24 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-25 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-26 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-27 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-30 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-03-31 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-01 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-02 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-03 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-06 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-07 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-08 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-09 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-10 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-13 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-14 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-15 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-16 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-17 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-20 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
2026-04-21 15:47:34.328272+00:00,100000.0,0.0,100000.0,0.0
